ytid,path,label_n,category_n,label_ontology,label,category
-iDPTLOfd9c,-iDPTLOfd9c.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
-ijuYUCKkdk,-ijuYUCKkdk.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
-j_5GD5AsUU,-j_5GD5AsUU.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
-jgoHcf_bUM,-jgoHcf_bUM.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
-jlBMvpaCeg,-jlBMvpaCeg.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
-k_M3_tyVlc,-k_M3_tyVlc.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
-krL62ULKKU,-krL62ULKKU.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
-nC4YRslVxc,-nC4YRslVxc.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
-nsyLe-Ur_Q,-nsyLe-Ur_Q.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
-o5R2lL9rTM,-o5R2lL9rTM.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
-rlHtqTBhSg,-rlHtqTBhSg.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
-sLBJ8o4U8s,-sLBJ8o4U8s.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
-sO9McKk44o,-sO9McKk44o.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
-ucIqx2-sPA,-ucIqx2-sPA.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
-unw5WaHPhY,-unw5WaHPhY.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
-x5BH4qxWRg,-x5BH4qxWRg.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
-y_mlO5P-d4,-y_mlO5P-d4.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0-BDQlLpbV0,0-BDQlLpbV0.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
03N6IFUl4jc,03N6IFUl4jc.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
03aR-iUwIVQ,03aR-iUwIVQ.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
03pNvFONGt8,03pNvFONGt8.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
04qlxRhO3dg,04qlxRhO3dg.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
066wkfpvsyY,066wkfpvsyY.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
06OsGrRUV-E,06OsGrRUV-E.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
06hSad3vRng,06hSad3vRng.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
07Jx01ckAk8,07Jx01ckAk8.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
08YHCJqoIL0,08YHCJqoIL0.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
09OeM9nDbVQ,09OeM9nDbVQ.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0AFl-BDCRgE,0AFl-BDCRgE.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0ATZ6l2duYc,0ATZ6l2duYc.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0AyGa0SiZfE,0AyGa0SiZfE.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0BwdnwOJ5_4,0BwdnwOJ5_4.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0CnbUT-jJOw,0CnbUT-jJOw.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0F3OXT91AJ4,0F3OXT91AJ4.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0H7TVB81e8w,0H7TVB81e8w.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0J9zmzEPXUs,0J9zmzEPXUs.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0JjOPfXt8QQ,0JjOPfXt8QQ.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0K1TOiAa3qw,0K1TOiAa3qw.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0KSRbR1l5D4,0KSRbR1l5D4.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0Ka1gzL9fn8,0Ka1gzL9fn8.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0KqNsIrQP5w,0KqNsIrQP5w.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0L0Hwgpd3kk,0L0Hwgpd3kk.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0LRkvF1TdqM,0LRkvF1TdqM.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0NC_UtCASP8,0NC_UtCASP8.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0Pxb7rNS7jo,0Pxb7rNS7jo.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0Rh9Llbxsfo,0Rh9Llbxsfo.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0Ri7gfemiNc,0Ri7gfemiNc.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0THoJNiHsDk,0THoJNiHsDk.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0UPInNpryaI,0UPInNpryaI.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0UnxICmFoXA,0UnxICmFoXA.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0dlNu9WpN5Q,0dlNu9WpN5Q.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0dwXjy7hAtA,0dwXjy7hAtA.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0eDpFMIQv6U,0eDpFMIQv6U.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0ef8LyVH4TQ,0ef8LyVH4TQ.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0gaz0Tav-ok,0gaz0Tav-ok.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0iNCqN8xDo0,0iNCqN8xDo0.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0k9M_0XBIwM,0k9M_0XBIwM.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0kP8aQCt2eA,0kP8aQCt2eA.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0mi5ILzTGks,0mi5ILzTGks.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0mtfI9smIlk,0mtfI9smIlk.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0ocnNEo0lwY,0ocnNEo0lwY.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0pADpYZTSKc,0pADpYZTSKc.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0pEjNQz36vw,0pEjNQz36vw.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0rpqNRtKFIk,0rpqNRtKFIk.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0tDNdkTgCM8,0tDNdkTgCM8.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0tPlWTZgR4U,0tPlWTZgR4U.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0xSLLjGW4OQ,0xSLLjGW4OQ.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0xyXjFtNaMM,0xyXjFtNaMM.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0yUb2xRMG08,0yUb2xRMG08.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
0z7sjdzmtfw,0z7sjdzmtfw.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
11AfDLoyetk,11AfDLoyetk.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
12x2aiPckqs,12x2aiPckqs.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
14BaPpwXq4Q,14BaPpwXq4Q.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
14G6nNpEtDU,14G6nNpEtDU.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
14UH25bCKig,14UH25bCKig.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
14n-Lkq_KeE,14n-Lkq_KeE.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
16fEdhfaSiM,16fEdhfaSiM.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
16zGbj-snRk,16zGbj-snRk.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
170umSQaETk,170umSQaETk.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
17BhuzUeYZI,17BhuzUeYZI.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
190uORmpDnU,190uORmpDnU.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1ADKTPY6awM,1ADKTPY6awM.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1B5oj0CXqIQ,1B5oj0CXqIQ.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1BIdFKzc984,1BIdFKzc984.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1BWqZ5bcj68,1BWqZ5bcj68.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1DdDTWhBSB0,1DdDTWhBSB0.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1DmYvJVVoRg,1DmYvJVVoRg.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1EcOsqunwXs,1EcOsqunwXs.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1Eds4CinKZo,1Eds4CinKZo.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1RHZbAxT2X8,1RHZbAxT2X8.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1RIXqU-6-qA,1RIXqU-6-qA.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1RdovFMnUwc,1RdovFMnUwc.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1RwMl9f8SP0,1RwMl9f8SP0.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1Th-UXMzm8E,1Th-UXMzm8E.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1TkdkpY9ijE,1TkdkpY9ijE.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1Z-PZ2kIJw8,1Z-PZ2kIJw8.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1_pcakvnj0g,1_pcakvnj0g.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1bSBcuR3dMM,1bSBcuR3dMM.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1bjj2x6kdik,1bjj2x6kdik.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1c45Q2vTRmw,1c45Q2vTRmw.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1c7EGgMWlYk,1c7EGgMWlYk.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1clI5c87vVU,1clI5c87vVU.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1d4-C77LtG4,1d4-C77LtG4.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1dSM_IfiANE,1dSM_IfiANE.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1ds52h49KHc,1ds52h49KHc.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1f0-34hX1gA,1f0-34hX1gA.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1gy3fC05KF8,1gy3fC05KF8.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1ipTCFT7lDM,1ipTCFT7lDM.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1j-ThkvN9_I,1j-ThkvN9_I.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1js1nzKs8Mk,1js1nzKs8Mk.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1kKddNskMFI,1kKddNskMFI.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1ky5B4jBJgA,1ky5B4jBJgA.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1o7W5ccA7VI,1o7W5ccA7VI.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1of3hTrB7bY,1of3hTrB7bY.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1ompuSGwy9E,1ompuSGwy9E.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1oo44DQvDqc,1oo44DQvDqc.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1pUPzQpV18M,1pUPzQpV18M.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1qBWjdI7DB0,1qBWjdI7DB0.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1rVrmtkQ1Gc,1rVrmtkQ1Gc.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1uWgtUEDa9k,1uWgtUEDa9k.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1vFcxLgRZZw,1vFcxLgRZZw.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1vGYuVV64jM,1vGYuVV64jM.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1vidMwlz16I,1vidMwlz16I.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1wWTllxb30M,1wWTllxb30M.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1wboKNRK0pI,1wboKNRK0pI.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1xqLvrPUH7g,1xqLvrPUH7g.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1zARppAsWPU,1zARppAsWPU.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1zjrXDeru6I,1zjrXDeru6I.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
1zolmZuuCcA,1zolmZuuCcA.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2-DkDPXX6lg,2-DkDPXX6lg.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2-MQt3NxKSM,2-MQt3NxKSM.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
20wCGhydkAA,20wCGhydkAA.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
23SKrKjCh_Y,23SKrKjCh_Y.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
24XFjW2WnW8,24XFjW2WnW8.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
26s8hdnUk4o,26s8hdnUk4o.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
28xoClnFeJg,28xoClnFeJg.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2AS7GO-dyIk,2AS7GO-dyIk.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2AmVkv3IqOA,2AmVkv3IqOA.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2AwzMNOHhaM,2AwzMNOHhaM.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2BWyHJT2AV8,2BWyHJT2AV8.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2DJdbL9v8rs,2DJdbL9v8rs.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2E8ArLWNCa8,2E8ArLWNCa8.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2EijW7-q4Ls,2EijW7-q4Ls.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2FR014b56CQ,2FR014b56CQ.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2Fuy3azwQZ8,2Fuy3azwQZ8.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2GZtZzgVG-0,2GZtZzgVG-0.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2HVSGSocQxw,2HVSGSocQxw.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2J7y58CQVII,2J7y58CQVII.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2JJf-abMSlw,2JJf-abMSlw.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2NdymeKvryo,2NdymeKvryo.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2OLn5NhuNUE,2OLn5NhuNUE.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2OePgLKnyrY,2OePgLKnyrY.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2Pjz8lz26FY,2Pjz8lz26FY.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2Q_yXd2O7Bo,2Q_yXd2O7Bo.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2QbKsZW8SMc,2QbKsZW8SMc.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2QkLkk-5nV4,2QkLkk-5nV4.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2Qv6dhbl8HU,2Qv6dhbl8HU.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2TN4d13rlq4,2TN4d13rlq4.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2TT0c1_V3IM,2TT0c1_V3IM.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2U8_oG1m7cU,2U8_oG1m7cU.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2X5DAyvN4WU,2X5DAyvN4WU.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2Yn75yOLPb4,2Yn75yOLPb4.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2_OT4arRcW0,2_OT4arRcW0.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2bg90-ErSrc,2bg90-ErSrc.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2cPAHHXu_dY,2cPAHHXu_dY.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2cbdHNaQU5o,2cbdHNaQU5o.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2fNy2u6RPrI,2fNy2u6RPrI.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2hEfmHXMTQQ,2hEfmHXMTQQ.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2hK3-paCxHA,2hK3-paCxHA.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2hSWVBjNjpg,2hSWVBjNjpg.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2jWS6QHfPb8,2jWS6QHfPb8.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2mOVzz6RYKw,2mOVzz6RYKw.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2wJKGQkuZag,2wJKGQkuZag.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2wl-lyCInTo,2wl-lyCInTo.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
2zjbTyVno6E,2zjbTyVno6E.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3-X7wUK756I,3-X7wUK756I.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
30Y3lYneHrU,30Y3lYneHrU.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
31udDXsa8PU,31udDXsa8PU.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
33ZJTEZthrw,33ZJTEZthrw.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
33_NXrEEsf4,33_NXrEEsf4.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
33lWuQblcZM,33lWuQblcZM.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
345-zpErPNs,345-zpErPNs.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
36wk1sxwc8U,36wk1sxwc8U.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
39D7Ujs96qA,39D7Ujs96qA.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3BTIlT8DGXE,3BTIlT8DGXE.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3BgAFID42pE,3BgAFID42pE.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3CoeI6Hzo58,3CoeI6Hzo58.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3DifQszCP7w,3DifQszCP7w.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3FCFidHEuxE,3FCFidHEuxE.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3GJx0qShedg,3GJx0qShedg.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3JkqCdrUwHQ,3JkqCdrUwHQ.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3K1sbzGmCR0,3K1sbzGmCR0.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3MUXZm9iqzc,3MUXZm9iqzc.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3MdwZotAEmI,3MdwZotAEmI.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3PFnqLvqFHo,3PFnqLvqFHo.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3Q-nu2rGUqw,3Q-nu2rGUqw.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3T1KWcD4W8c,3T1KWcD4W8c.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3XB6uGLLdKU,3XB6uGLLdKU.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3YNPUEI1dmM,3YNPUEI1dmM.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3YfNFf5_IV8,3YfNFf5_IV8.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3ZQ6gPngM8g,3ZQ6gPngM8g.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3de4U_1fVL0,3de4U_1fVL0.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3diiEfAands,3diiEfAands.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3fJkK2RLdPs,3fJkK2RLdPs.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3muRZs4qPKE,3muRZs4qPKE.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3oJgPV5HoIo,3oJgPV5HoIo.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3tnTwaqugEM,3tnTwaqugEM.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3tycRp01hTI,3tycRp01hTI.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3z9hYwLpTWg,3z9hYwLpTWg.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
3zNcqNcDpy0,3zNcqNcDpy0.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
4-7x79Ytn1E,4-7x79Ytn1E.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
40lw1Gu74-4,40lw1Gu74-4.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
41tYYuu7JPE,41tYYuu7JPE.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
41xYr_1Bsjs,41xYr_1Bsjs.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
42nbXK1cJyA,42nbXK1cJyA.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
448pv8xHntw,448pv8xHntw.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
45SVfBRi49Y,45SVfBRi49Y.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
46Ux8MUDbU8,46Ux8MUDbU8.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
47SpOxgj30I,47SpOxgj30I.opus.pt,0,2,/m/02sgy,Electric guitar,Musical instrument
