,track_id
506,10017
507,10019
508,10018
509,10020
510,10021
511,10022
512,10023
513,10026
514,10027
515,10028
516,10029
517,10030
518,10031
519,10032
520,10033
521,10034
522,10035
523,10037
524,10038
525,10039
526,10036
527,10041
528,10043
529,10042
530,10044
531,10040
532,10045
533,10012
534,10046
535,10401
536,10399
537,10404
538,10421
539,10423
540,10424
541,10425
542,10429
543,10461
544,10501
545,10504
546,10503
547,10505
548,10506
549,10507
550,10509
551,10510
552,10511
553,10508
554,10513
555,10512
556,10515
557,10516
558,10517
559,10519
560,10518
561,10550
562,10403
563,10561
564,10562
565,10563
566,10565
567,10569
568,10570
569,10571
570,10573
571,10574
572,10572
573,10578
574,10579
575,10576
576,10564
577,10693
578,10694
579,10695
580,10697
581,10698
582,10699
583,10700
584,10701
585,10703
586,10704
587,10705
588,10696
589,10706
590,10707
591,10770
592,10768
593,10771
594,10774
595,10772
596,10775
597,10776
598,10778
599,10773
600,10777
601,10769
602,10779
603,10780
604,10781
605,10783
606,10784
607,10785
608,10786
609,10788
610,10787
611,10789
612,10782
613,10811
614,10790
615,10812
616,11079
617,11082
618,10814
619,10813
620,11090
621,11091
622,11085
623,11102
624,11105
625,11109
626,11096
627,11108
628,11206
629,11322
630,11323
631,11204
632,11324
633,11326
634,11328
635,11325
636,11327
637,11335
638,11344
639,11329
640,11346
641,11347
642,11348
643,11345
644,11349
645,11350
646,11352
647,11353
648,11351
649,11354
650,11374
651,11375
652,11378
653,11379
654,11376
655,11377
656,11389
657,11390
658,11395
659,11396
660,11394
661,11397
662,11418
663,11398
664,11420
665,11419
666,11423
667,11426
668,11428
669,11427
670,11429
671,11425
672,11432
673,11430
674,11549
675,11433
676,11551
677,11550
678,11556
679,11657
680,11557
681,11553
682,11660
683,11431
684,11689
685,11696
686,11716
687,11719
688,11718
689,11695
690,11720
691,11721
692,11731
693,11733
694,11734
695,11737
696,11736
697,11738
698,11748
699,11715
700,11750
701,11722
702,11752
703,11753
704,11754
705,11756
706,11916
707,11758
708,11917
709,11755
710,11918
711,11919
712,11757
713,11922
714,11921
715,11920
716,12099
717,12117
718,12119
719,11933
720,12120
721,12121
722,12125
723,12150
724,12151
725,12174
726,12179
727,12173
728,12186
729,12187
730,12118
731,12191
732,12239
733,12203
734,12242
735,12240
736,12243
737,12241
738,12244
739,12246
740,12245
741,12248
742,12250
743,12247
744,12252
745,12251
746,12254
747,12255
748,12258
749,12259
750,12260
751,12261
752,12253
753,12262
754,12264
755,12265
756,12266
757,12267
758,12269
759,12268
760,12270
761,12273
762,12272
763,12274
764,12256
765,12275
766,12276
767,12279
768,12271
769,12277
770,12278
771,12280
772,12282
773,12397
774,12435
775,12368
776,12453
777,12526
778,12441
779,12605
780,12835
781,12833
782,13077
783,13078
784,13076
785,13079
786,13082
787,13080
788,13081
789,13083
790,13084
791,12836
792,13086
793,13087
794,13088
795,13089
796,13090
797,13091
798,13092
799,13149
800,13151
801,13316
802,13317
803,13318
804,13085
805,13556
806,13596
807,14022
808,14021
809,14024
810,14023
811,14026
812,14027
813,14020
814,14025
815,14028
816,14029
817,14030
818,14032
819,14031
820,14033
821,14035
822,14034
823,14038
824,14037
825,14040
826,14041
827,14042
828,14039
829,14043
830,14044
831,14036
832,14112
833,14111
834,14488
835,14045
836,14653
837,15086
838,14344
839,15396
840,15395
841,15398
842,15399
843,15397
844,15400
845,15270
846,15401
847,15448
848,15447
849,15450
850,15449
851,15451
852,15453
853,15460
854,15452
855,15462
856,15461
857,15463
858,15459
859,15464
860,15469
861,15470
862,15472
863,15471
864,15474
865,15473
866,15475
867,15488
868,15487
869,15476
870,15769
871,15770
872,15773
873,16159
874,15772
875,16162
876,16166
877,16167
878,16169
879,15771
880,16170
881,16171
882,16172
883,16174
884,16173
885,16175
886,16168
887,16176
888,16178
889,16351
890,16352
891,16353
892,16365
893,16177
894,16366
895,16179
896,16367
897,16369
898,16370
899,16372
900,16373
901,16374
902,16375
903,16376
904,16377
905,16371
906,16380
907,16379
908,16378
909,16382
910,16383
911,16384
912,16385
913,16386
914,16387
915,16381
916,16388
917,16389
918,16392
919,16393
920,16394
921,16399
922,16400
923,16398
924,16391
925,16401
926,16404
927,16402
928,16405
929,16403
930,16390
931,16407
932,16406
933,16423
934,16422
935,16425
936,16424
937,16421
938,16427
939,16426
940,16430
941,16428
942,16432
943,16429
944,16493
945,16492
946,16431
947,16496
948,16508
949,16506
950,16509
951,16507
952,16495
953,17047
954,16510
955,17102
956,17639
957,17099
958,17260
959,17662
960,17663
961,17664
962,17100
963,17724
964,17739
965,17769
966,17782
967,17987
968,17737
969,17989
970,17748
971,17988
972,17990
973,17991
974,17993
975,17995
976,17994
977,17997
978,17996
979,17998
980,17999
981,17992
982,18000
983,18002
984,18004
985,18005
986,18006
987,18001
988,18007
989,18008
990,18010
991,18009
992,18003
993,18012
994,18015
995,18011
996,18016
997,18017
998,18018
999,18019
1000,18014
1001,18020
1002,18023
1003,18021
1004,18024
1005,18025
1006,18013
1007,18026
1008,18022
1009,18027
1010,18028
1011,18029
1012,18204
1013,18106
1014,18212
1015,18419
1016,18202
1017,18420
1018,18462
1019,18030
1020,18465
1021,18466
1022,18595
1023,18599
1024,18598
1025,18603
1026,18623
1027,18624
1028,18597
1029,18680
1030,18816
1031,19161
1032,19164
1033,19163
1034,19166
1035,19168
1036,19169
1037,19167
1038,19170
1039,19165
1040,19195
1041,19171
1042,18873
1043,19440
1044,19583
1045,19582
1046,19584
1047,19585
1048,19586
1049,19588
1050,19587
1051,19589
1052,19590
1053,19296
1054,19591
1055,19602
1056,19603
1057,19604
1058,19605
1059,19592
1060,19606
1061,19601
1062,19607
1063,19608
1064,19593
1065,19622
1066,19621
1067,19623
1068,19624
1069,19627
1070,19625
1071,19628
1072,19630
1073,19609
1074,19631
1075,19629
1076,19633
1077,19626
1078,19634
1079,19635
1080,19681
1081,19944
1082,19632
1083,19946
1084,19943
1085,19947
1086,19948
1087,19945
1088,19950
1089,19952
1090,19949
1091,19951
1092,19956
1093,19953
1094,19955
1095,19954
1096,19957
1097,20061
1098,20062
1099,20049
1100,20060
1101,20064
1102,20063
1103,20065
1104,20066
1105,20067
1106,20068
1107,20069
1108,20071
1109,20070
1110,20074
1111,20073
1112,20076
1113,20077
1114,20078
1115,20072
1116,20079
1117,20075
1118,20080
1119,20082
1120,20081
1121,20084
1122,20083
1123,20086
1124,20085
1125,20087
1126,20089
1127,20090
1128,20091
1129,20093
1130,20094
1131,20088
1132,20095
1133,20092
1134,20096
1135,20097
1136,20098
1137,20099
1138,20100
1139,20126
1140,20128
1141,20101
1142,20129
1143,20130
1144,20132
1145,20133
1146,20131
1147,20135
1148,20134
1149,20127
1150,20138
1151,20137
1152,20142
1153,20139
1154,20143
1155,20136
1156,20145
1157,20144
1158,20146
1159,20149
1160,20147
1161,20152
1162,20153
1163,20154
1164,20156
1165,20157
1166,20155
1167,20158
1168,20159
1169,20160
1170,20163
1171,20162
1172,20161
1173,20165
1174,20166
1175,20167
1176,20197
1177,20168
1178,20181
1179,20198
1180,20199
1181,20200
1182,20201
1183,20202
1184,20203
1185,20205
1186,20206
1187,20207
1188,20204
1189,20208
1190,20262
1191,20209
1192,20627
1193,20329
1194,20729
1195,20730
1196,20731
1197,20733
1198,20735
1199,20732
1200,20734
1201,20737
1202,20736
1203,20740
1204,20738
1205,20741
1206,20742
1207,20743
1208,20744
1209,20745
1210,20746
1211,20747
1212,20748
1213,20749
1214,20750
1215,20751
1216,21129
1217,21131
1218,21130
1219,21132
1220,21133
1221,21134
1222,21135
1223,21136
1224,21137
1225,21138
1226,21213
1227,21219
1228,21294
1229,21295
1230,21293
1231,21296
1232,21594
1233,21308
1234,21795
1235,21855
1236,21856
1237,21857
1238,21908
1239,21991
1240,21858
1241,21995
1242,21996
1243,21998
1244,21997
1245,21999
1246,22000
1247,22001
1248,22093
1249,22094
1250,22443
1251,22425
1252,22457
1253,22472
1254,22473
1255,22474
1256,22475
1257,22476
1258,22477
1259,22478
1260,22479
1261,22765
1262,22481
1263,22480
1264,22784
1265,22783
1266,22785
1267,22787
1268,22788
1269,22786
1270,22790
1271,22791
1272,22789
1273,22792
1274,22793
1275,22796
1276,22794
1277,22798
1278,22799
1279,22797
1280,22801
1281,22800
1282,22795
1283,22802
1284,22803
1285,22806
1286,22804
1287,22808
1288,22807
1289,22805
1290,22810
1291,22809
1292,22813
1293,22811
1294,22812
1295,22814
1296,22815
1297,22816
1298,22820
1299,22817
1300,22818
1301,22819
1302,22821
1303,22823
1304,22824
1305,22825
1306,22822
1307,22827
1308,22826
1309,22828
1310,22831
1311,22830
1312,22832
1313,22834
1314,22833
1315,22835
1316,22829
1317,22837
1318,22836
1319,22838
1320,22840
1321,22842
1322,22841
1323,22839
1324,22843
1325,22844
1326,22845
1327,22846
1328,22847
1329,22848
1330,22850
1331,22849
1332,22852
1333,22851
1334,22855
1335,22853
1336,22854
1337,22857
1338,22856
1339,22859
1340,22858
1341,22860
1342,22861
1343,22862
1344,22863
1345,22864
1346,22865
1347,22866
1348,22867
1349,22868
1350,22869
1351,22871
1352,22870
1353,22872
1354,22873
1355,22876
1356,22875
1357,22874
1358,22877
1359,22878
1360,22881
1361,22880
1362,22879
1363,22882
1364,22883
1365,22885
1366,22928
1367,22929
1368,22930
1369,22884
1370,22955
1371,23120
1372,23172
1373,23174
1374,23173
1375,23177
1376,23175
1377,23176
1378,23181
1379,23178
1380,23182
1381,23179
1382,23183
1383,23184
1384,23036
1385,23371
1386,23381
1387,23434
1388,23370
1389,23570
1390,23569
1391,23433
1392,23572
1393,23573
1394,23574
1395,23913
1396,24020
1397,24418
1398,23868
1399,24419
1400,24420
1401,24423
1402,24422
1403,24424
1404,24421
1405,24426
1406,24425
1407,23575
1408,24428
1409,24429
1410,24427
1411,24431
1412,24430
1413,24432
1414,24545
1415,24544
1416,24548
1417,24547
1418,24546
1419,24549
1420,24550
1421,24551
1422,24553
1423,24554
1424,24552
1425,24555
1426,24858
1427,24896
1428,24556
1429,24898
1430,24897
1431,24900
1432,24901
1433,24899
1434,24902
1435,24903
1436,24905
1437,24904
1438,24906
1439,24907
1440,24911
1441,24895
1442,24908
1443,24909
1444,24912
1445,24914
1446,24915
1447,24913
1448,24916
1449,24919
1450,24917
1451,24921
1452,24922
1453,24920
1454,24925
1455,24923
1456,24928
1457,24926
1458,24927
1459,24929
1460,24945
1461,24986
1462,24988
1463,24989
1464,24990
1465,24991
1466,24992
1467,25140
1468,25064
1469,24993
1470,25143
1471,25142
1472,25144
1473,25147
1474,25149
1475,25148
1476,24987
1477,25150
1478,25145
1479,25151
1480,25153
1481,25152
1482,25170
1483,25168
1484,25173
1485,25175
1486,25174
1487,25172
1488,25176
1489,25154
1490,25180
1491,25177
1492,25178
1493,25179
1494,25284
1495,25285
1496,25906
1497,25785
1498,25908
1499,25909
1500,25283
1501,25907
1502,25949
1503,26231
1504,26232
1505,26573
1506,26426
1507,26574
1508,27093
1509,26577
1510,27129
1511,27125
1512,27127
1513,27165
1514,27201
1515,27203
1516,27206
1517,27208
1518,27207
1519,27210
1520,27209
1521,27220
1522,27326
1523,27327
1524,27328
1525,27402
1526,27403
1527,27579
1528,27577
1529,28000
1530,28001
1531,28546
1532,28594
1533,28595
1534,28597
1535,28598
1536,28600
1537,28601
1538,28596
1539,28606
1540,28602
1541,28607
1542,28887
1543,28886
1544,28798
1545,28889
1546,28890
1547,28891
1548,28893
1549,28892
1550,28894
1551,28895
1552,28896
1553,28897
1554,28898
1555,28899
1556,28900
1557,28901
1558,28902
1559,29735
1560,29442
1561,29736
1562,29661
1563,30033
1564,28888
1565,30034
1566,30035
1567,30036
1568,30037
1569,30038
1570,30039
1571,30040
1572,30041
1573,30043
1574,29803
1575,30044
1576,30045
1577,30046
1578,30047
1579,30048
1580,30049
1581,30050
1582,30051
1583,30054
1584,30053
1585,30055
1586,30052
1587,30042
1588,30057
1589,30059
1590,30060
1591,30058
1592,30117
1593,30292
1594,30116
1595,30056
1596,30167
1597,30386
1598,30387
1599,30388
1600,30389
1601,30390
1602,30391
1603,30392
1604,30394
1605,30395
1606,30419
1607,30490
1608,30636
1609,31011
1610,30702
1611,31119
1612,31120
1613,31121
1614,31122
1615,31123
1616,31126
1617,31130
1618,31128
1619,31129
1620,31131
1621,31127
1622,31132
1623,31133
1624,31135
1625,31136
1626,31138
1627,31142
1628,31134
1629,31145
1630,31144
1631,31146
1632,31143
1633,31147
1634,31148
1635,31150
1636,31617
1637,31251
1638,31618
1639,31619
1640,31620
1641,31621
1642,31622
1643,31623
1644,31149
1645,31625
1646,31624
1647,31627
1648,31626
1649,31628
1650,31935
1651,31934
1652,31936
1653,31937
1654,31939
1655,31940
1656,31941
1657,31938
1658,31943
1659,31942
1660,31944
1661,32178
1662,31933
1663,31945
1664,32180
1665,32182
1666,32179
1667,32181
1668,32183
1669,32184
1670,32186
1671,32185
1672,32233
1673,32633
1674,33133
1675,33150
1676,33196
1677,33197
1678,32754
1679,32634
1680,33246
1681,33237
1682,33248
1683,33247
1684,33250
1685,33251
1686,33252
1687,33255
1688,33253
1689,33256
1690,33258
1691,33266
1692,33281
1693,33662
1694,33257
1695,33469
1696,33678
1697,34118
1698,34119
1699,34163
1700,34162
1701,34164
1702,34306
1703,34165
1704,34166
1705,34267
1706,34312
1707,34310
1708,34311
1709,34313
1710,34314
1711,34316
1712,34309
1713,34315
1714,34318
1715,34320
1716,34321
1717,34322
1718,34324
1719,34323
1720,34317
1721,34325
1722,34326
1723,34327
1724,34319
1725,34329
1726,34330
1727,34332
1728,34457
1729,34333
1730,34458
1731,34460
1732,34463
1733,34462
1734,34459
1735,34464
1736,34465
1737,34461
1738,34466
1739,34467
1740,34881
1741,35525
1742,35527
1743,35530
1744,35532
1745,35528
1746,35534
1747,35537
1748,35535
1749,35008
1750,35541
1751,35557
1752,35543
1753,35558
1754,35539
1755,35982
1756,35981
1757,35983
1758,35984
1759,35985
1760,36002
1761,36003
1762,36005
1763,36007
1764,36008
1765,36004
1766,36009
1767,36010
1768,36012
1769,36013
1770,36014
1771,36015
1772,36017
1773,36011
1774,36016
1775,36006
1776,36042
1777,36379
1778,36454
1779,36453
1780,36455
1781,36106
1782,36456
1783,36458
1784,36460
1785,36462
1786,36461
1787,36463
1788,36464
1789,36465
1790,36457
1791,36466
1792,36459
1793,36469
1794,36467
1795,36471
1796,36472
1797,36468
1798,36473
1799,36474
1800,36470
1801,36475
1802,36476
1803,36477
1804,36478
1805,36479
1806,36480
1807,36510
1808,36532
1809,36530
1810,36531
1811,36533
1812,36534
1813,36536
1814,36535
1815,36538
1816,36537
1817,36541
1818,36539
1819,36692
1820,36693
1821,36695
1822,36691
1823,36696
1824,36697
1825,36698
1826,36694
1827,36702
1828,36699
1829,36700
1830,36703
1831,36704
1832,36707
1833,36705
1834,36706
1835,36708
1836,36701
1837,36709
1838,36710
1839,36711
1840,36715
1841,36712
1842,36713
1843,36714
1844,36716
1845,37119
1846,37123
1847,37125
1848,37128
1849,37132
1850,37134
1851,37138
1852,37139
1853,37140
1854,37135
1855,37340
1856,37614
1857,37347
1858,37346
1859,37615
1860,37348
1861,37706
1862,37704
1863,37899
1864,37705
1865,37900
1866,37901
1867,37707
1868,37903
1869,37904
1870,37902
1871,37906
1872,37908
1873,37905
1874,37907
1875,37909
1876,37976
1877,37910
1878,37977
1879,37978
1880,37911
1881,37980
1882,37979
1883,37999
1884,38430
1885,38428
1886,38024
1887,38431
1888,38429
1889,38432
1890,38566
1891,38567
1892,38568
1893,38569
1894,38570
1895,38571
1896,38433
1897,38572
1898,38573
1899,38575
1900,38574
1901,38576
1902,38577
1903,38434
1904,38578
1905,38775
1906,38776
1907,38777
1908,38779
1909,38780
1910,38782
1911,38781
1912,38783
1913,38778
1914,38784
1915,38817
1916,38785
1917,38820
1918,38819
1919,38821
1920,38822
1921,38818
1922,38824
1923,38823
1924,38825
1925,38827
1926,38828
1927,38829
1928,38830
1929,38832
1930,38826
1931,38831
1932,38834
1933,38833
1934,38859
1935,38836
1936,38879
1937,38880
1938,38835
1939,38881
1940,38883
1941,38882
1942,38886
1943,38885
1944,38887
1945,38888
1946,38889
1947,38884
1948,38891
1949,38892
1950,38890
1951,38894
1952,38895
1953,38896
1954,38897
1955,38893
1956,38898
1957,38900
1958,38899
1959,38902
1960,38904
1961,38901
1962,38905
1963,38906
1964,38907
1965,38910
1966,38909
1967,38911
1968,38908
1969,38912
1970,38914
1971,38913
1972,39178
1973,39177
1974,39180
1975,39181
1976,39184
1977,39182
1978,39274
1979,39275
1980,39183
1981,39179
1982,39291
1983,39300
1984,39292
1985,39295
1986,39360
1987,39538
1988,39539
1989,39580
1990,39579
1991,39540
1992,39582
1993,39583
1994,39581
1995,39585
1996,39584
1997,39586
1998,39588
1999,39587
2000,39589
2001,39591
2002,39592
2003,39590
2004,39593
2005,39594
2006,39595
2007,39596
2008,39598
2009,39597
2010,39599
2011,39607
2012,39802
2013,39803
2014,39804
2015,39805
2016,39605
2017,39807
2018,39806
2019,39810
2020,39808
2021,39812
2022,40103
2023,39813
2024,40104
2025,39809
2026,40105
2027,40106
2028,39811
2029,40109
2030,40108
2031,40110
2032,40111
2033,40112
2034,40107
2035,40113
2036,40114
2037,40115
2038,40116
2039,40117
2040,40118
2041,40119
2042,40484
2043,40485
2044,40486
2045,40700
2046,40120
2047,40699
2048,40682
2049,41172
2050,41393
2051,41396
2052,40989
2053,41397
2054,41398
2055,41395
2056,41394
2057,41399
2058,41400
2059,41403
2060,41402
2061,41401
2062,41404
2063,41405
2064,41406
2065,41409
2066,41410
2067,41411
2068,41412
2069,41414
2070,41413
2071,41417
2072,41415
2073,41507
2074,41626
2075,41800
2076,41916
2077,41941
2078,41918
2079,41947
2080,41946
2081,41948
2082,41407
2083,41949
2084,41951
2085,41950
2086,41952
2087,41953
2088,41954
2089,41955
2090,41956
2091,41958
2092,41960
2093,41957
2094,41959
2095,42044
2096,42051
2097,42047
2098,42348
2099,42349
2100,42351
2101,42350
2102,42373
2103,42045
2104,42372
2105,42375
2106,42376
2107,42377
2108,42374
2109,42389
2110,42487
2111,42702
2112,42703
2113,42752
2114,42761
2115,42766
2116,42767
2117,42770
2118,42771
2119,42768
2120,42772
2121,42773
2122,42774
2123,42775
2124,42777
2125,42776
2126,42769
2127,42778
2128,42779
2129,42782
2130,42787
2131,42788
2132,42789
2133,42786
2134,43091
2135,43038
2136,43100
2137,43450
2138,43451
2139,43452
2140,43453
2141,43398
2142,43454
2143,43321
2144,43508
2145,43625
2146,43622
2147,43685
2148,43686
2149,43882
2150,43687
2151,43883
2152,43884
2153,44111
2154,43886
2155,44158
2156,43885
2157,44159
2158,44138
2159,44162
2160,44161
2161,44160
2162,44164
2163,44163
2164,44165
2165,44166
2166,43684
2167,44167
2168,44169
2169,44168
2170,44295
2171,44294
2172,44296
2173,44298
2174,44297
2175,44817
2176,44818
2177,44819
2178,44884
2179,44794
2180,44885
2181,45035
2182,45034
2183,45036
2184,45037
2185,45038
2186,45100
2187,45039
2188,45101
2189,45102
2190,45113
2191,45103
2192,45277
2193,45279
2194,45278
2195,45099
2196,46159
2197,46157
2198,46158
2199,46163
2200,46160
2201,46226
2202,46334
2203,46333
2204,46335
2205,46337
2206,46340
2207,46336
2208,46339
2209,46341
2210,47047
2211,47048
2212,47049
2213,47040
2214,47050
2215,47051
2216,47053
2217,47052
2218,47055
2219,47054
2220,47057
2221,46338
2222,47056
2223,47059
2224,47060
2225,47061
2226,47062
2227,47063
2228,47065
2229,47064
2230,47067
2231,47066
2232,47068
2233,47069
2234,47070
2235,47071
2236,47072
2237,47073
2238,47058
2239,47074
2240,47075
2241,47185
2242,47076
2243,47533
2244,47077
2245,47400
2246,47535
2247,47536
2248,47537
2249,47538
2250,47540
2251,47539
2252,47843
2253,47534
2254,47627
2255,48028
2256,48029
2257,48031
2258,48033
2259,48034
2260,48214
2261,48030
2262,48507
2263,48508
2264,48511
2265,48512
2266,48509
2267,48363
2268,48513
2269,48514
2270,48680
2271,48515
2272,48682
2273,48847
2274,49634
2275,49635
2276,50582
2277,50479
2278,50752
2279,50459
2280,50753
2281,50629
2282,50837
2283,50836
2284,50838
2285,50754
2286,50882
2287,50883
2288,50884
2289,50890
2290,50888
2291,50894
2292,50892
2293,50893
2294,50895
2295,50899
2296,50896
2297,50903
2298,50901
2299,50905
2300,50904
2301,50906
2302,50891
2303,50907
2304,50908
2305,50910
2306,50912
2307,50911
2308,50909
2309,50914
2310,50913
2311,50916
2312,50918
2313,50917
2314,50920
2315,50921
2316,50922
2317,50925
2318,50926
2319,50928
2320,50927
2321,50931
2322,50932
2323,50933
2324,50934
2325,50936
2326,50937
2327,50938
2328,50939
2329,50942
2330,50943
2331,50944
2332,50940
2333,50946
2334,50947
2335,50941
2336,50948
2337,50949
2338,50950
2339,50951
2340,50952
2341,50953
2342,50957
2343,50955
2344,50954
2345,50958
2346,50970
2347,50971
2348,50973
2349,50972
2350,50975
2351,50956
2352,50985
2353,50986
2354,50988
2355,50990
2356,50989
2357,50991
2358,50959
2359,50992
2360,50993
2361,50996
2362,50995
2363,51001
2364,50994
2365,51000
2366,51003
2367,51004
2368,51005
2369,51007
2370,51006
2371,51008
2372,51111
2373,51113
2374,51114
2375,51115
2376,51112
2377,51117
2378,51116
2379,51118
2380,51800
2381,52620
2382,51990
2383,51195
2384,52621
2385,52622
2386,52623
2387,52624
2388,52625
2389,52628
2390,52627
2391,52629
2392,52630
2393,52632
2394,52633
2395,52631
2396,52636
2397,52634
2398,52626
2399,52635
2400,52637
2401,52638
2402,52640
2403,52641
2404,52642
2405,52643
2406,52644
2407,52645
2408,52646
2409,52647
2410,52648
2411,52650
2412,52649
2413,52651
2414,52652
2415,52653
2416,52656
2417,52639
2418,52655
2419,52654
2420,52657
2421,52660
2422,52658
2423,52659
2424,52661
2425,52663
2426,52662
2427,52664
2428,52665
2429,52667
2430,52668
2431,52669
2432,52670
2433,52671
2434,52674
2435,52672
2436,52673
2437,52676
2438,52675
2439,52677
2440,52680
2441,52678
2442,52681
2443,52682
2444,52685
2445,52683
2446,52684
2447,52679
2448,52686
2449,52687
2450,52689
2451,52688
2452,52690
2453,52691
2454,52929
2455,52931
2456,52928
2457,53147
2458,53148
2459,53149
2460,53150
2461,52930
2462,53437
2463,53151
2464,53165
2465,53681
2466,53682
2467,53683
2468,53685
2469,53686
2470,53687
2471,53688
2472,53660
2473,53690
2474,53689
2475,53691
2476,53795
2477,53797
2478,53692
2479,53796
2480,53799
2481,53801
2482,53800
2483,53802
2484,53798
2485,53803
2486,53805
2487,53806
2488,53809
2489,53808
2490,53810
2491,53804
2492,53811
2493,53812
2494,53815
2495,53816
2496,53817
2497,53813
